user_id,cycle_num,day_in_cycle,phase,sport,duration_min,intensity_target,avg_hr_bpm,rpe,recovery_hours,temp_c,age,fitness_level
96,0,14,ovulation,running,47,4,134,4.1,23,5.3,28,beginner
96,1,22,luteal,cycling,39,8,171,8.2,46,18.3,28,beginner
96,2,8,follicular,hiit,57,6,142,6.1,37,10.7,28,beginner
96,1,14,ovulation,strength,44,8,164,7.4,36,19.4,28,beginner
96,2,9,follicular,running,59,8,158,7.1,65,25.7,28,beginner
96,1,18,luteal,running,33,7,164,7.5,31,23.5,28,beginner
97,1,22,luteal,yoga,60,5,150,6.2,42,24.5,36,beginner
97,0,22,luteal,strength,35,6,144,7.6,25,19.7,36,beginner
97,2,1,menstruation,cycling,27,4,139,5.3,18,25.8,36,beginner
97,2,24,luteal,hiit,53,3,134,3.5,13,10.9,36,beginner
97,1,16,ovulation,cycling,27,6,144,4.1,22,8.8,36,beginner
97,1,21,luteal,strength,18,8,161,8.7,22,3.2,36,beginner
97,1,25,luteal,hiit,36,5,139,5.4,24,11.4,36,beginner
97,1,7,follicular,walking,43,3,120,3.7,18,17.1,36,beginner
97,1,5,menstruation,running,51,3,136,4.1,23,25.0,36,beginner
97,0,10,follicular,hiit,69,4,124,4.2,31,19.7,36,beginner
97,0,13,follicular,walking,50,8,151,7.6,47,38.8,36,beginner
97,1,11,follicular,running,30,5,133,5.6,15,11.4,36,beginner
97,0,3,menstruation,hiit,29,3,125,3.5,10,3.4,36,beginner
97,2,20,luteal,walking,45,7,161,7.0,47,33.0,36,beginner
97,1,23,luteal,cycling,55,6,149,6.5,45,11.8,36,beginner
97,1,18,luteal,yoga,59,8,169,8.7,71,3.9,36,beginner
97,0,9,follicular,strength,66,4,124,4.1,34,27.5,36,beginner
97,2,7,follicular,strength,61,7,144,6.6,57,18.6,36,beginner
97,2,26,luteal,cycling,26,8,172,8.5,27,18.0,36,beginner
97,0,7,follicular,walking,48,8,154,8.8,49,15.8,36,beginner
98,0,12,follicular,strength,64,6,127,5.1,47,6.1,48,intermediate
98,1,12,follicular,walking,65,8,136,8.3,67,15.7,48,intermediate
98,2,12,follicular,cycling,29,3,112,3.4,6,19.0,48,intermediate
98,2,2,menstruation,running,52,8,142,8.9,63,23.2,48,intermediate
98,2,6,follicular,strength,55,3,113,2.4,22,6.8,48,intermediate
98,0,5,menstruation,running,53,4,120,5.5,29,19.0,48,intermediate
98,1,21,luteal,cycling,63,7,137,6.1,60,3.9,48,intermediate
98,0,21,luteal,walking,65,4,125,4.8,37,22.3,48,intermediate
98,0,6,follicular,yoga,35,4,116,3.7,19,17.9,48,intermediate
98,0,14,ovulation,strength,42,8,143,7.5,38,23.5,48,intermediate
98,0,15,ovulation,strength,92,5,114,4.3,51,15.3,48,intermediate
98,2,26,luteal,cycling,55,4,126,4.1,37,8.7,48,intermediate
98,0,11,follicular,running,32,5,120,5.9,27,2.0,48,intermediate
98,1,6,follicular,walking,51,8,136,7.4,51,13.1,48,intermediate
98,2,11,follicular,running,42,4,113,5.0,26,21.4,48,intermediate
98,2,25,luteal,yoga,15,6,131,6.6,8,10.2,48,intermediate
98,1,20,luteal,yoga,37,4,130,4.6,17,4.5,48,intermediate
98,1,1,menstruation,hiit,72,5,123,6.0,49,22.0,48,intermediate
98,2,27,luteal,running,36,3,118,3.9,13,18.1,48,intermediate
98,1,9,follicular,walking,36,8,142,8.6,40,13.2,48,intermediate
99,1,16,ovulation,running,49,3,117,3.4,23,13.7,31,advanced
99,0,15,ovulation,walking,41,8,142,7.9,35,-0.0,31,advanced
99,2,21,luteal,running,20,5,129,5.6,12,9.7,31,advanced
99,1,26,luteal,running,42,4,126,4.6,28,-3.0,31,advanced
99,0,5,menstruation,cycling,62,7,141,7.7,64,24.6,31,advanced
99,1,11,follicular,yoga,44,4,116,3.8,24,13.0,31,advanced
99,0,8,follicular,running,41,4,122,3.6,16,28.4,31,advanced
99,1,7,follicular,running,45,5,129,4.6,39,22.1,31,advanced
99,1,15,ovulation,running,25,4,111,3.2,13,15.5,31,advanced
99,1,3,menstruation,hiit,88,5,131,6.1,58,13.4,31,advanced
99,1,1,menstruation,hiit,40,5,138,5.6,29,4.0,31,advanced
99,2,5,menstruation,cycling,15,5,131,5.9,7,18.8,31,advanced
99,2,12,follicular,cycling,15,4,130,3.6,12,14.9,31,advanced
99,0,11,follicular,running,35,6,129,6.9,32,16.0,31,advanced
99,1,22,luteal,yoga,36,4,126,4.7,30,18.1,31,advanced
99,2,23,luteal,running,67,4,125,5.0,40,5.6,31,advanced
99,1,18,luteal,running,58,7,151,7.4,59,15.2,31,advanced
99,0,7,follicular,running,59,4,123,2.9,24,19.2,31,advanced
99,0,17,luteal,walking,71,6,145,6.7,59,24.8,31,advanced
99,0,26,luteal,strength,75,7,142,7.4,69,12.5,31,advanced
100,0,12,follicular,yoga,39,4,132,3.8,15,18.8,24,beginner
100,1,24,luteal,walking,37,6,163,6.8,38,16.6,24,beginner
100,0,26,luteal,cycling,42,5,148,5.1,25,23.5,24,beginner
100,0,6,follicular,cycling,47,4,133,3.6,21,22.2,24,beginner
100,2,22,luteal,strength,32,6,161,7.1,26,13.6,24,beginner
100,2,17,luteal,yoga,41,4,148,5.1,24,28.3,24,beginner
100,0,21,luteal,yoga,72,6,159,7.4,57,18.3,24,beginner
100,0,23,luteal,hiit,34,8,177,8.6,40,12.4,24,beginner
100,0,24,luteal,walking,46,6,166,6.3,30,15.6,24,beginner
100,2,26,luteal,running,64,4,151,4.8,33,15.9,24,beginner
100,2,16,ovulation,walking,31,5,140,4.7,14,4.0,24,beginner
100,2,25,luteal,cycling,28,3,143,4.2,6,13.8,24,beginner
100,2,15,ovulation,yoga,45,8,170,8.0,37,6.7,24,beginner
100,0,27,luteal,yoga,69,3,144,3.2,34,12.9,24,beginner
100,1,15,ovulation,walking,17,4,134,3.6,6,18.2,24,beginner
100,1,2,menstruation,strength,45,8,176,9.7,52,27.0,24,beginner
100,0,7,follicular,hiit,45,4,144,4.1,25,18.0,24,beginner
100,1,28,luteal,walking,53,7,169,7.0,52,16.3,24,beginner
100,2,8,follicular,strength,21,8,159,8.7,22,18.8,24,beginner
100,0,13,follicular,strength,32,8,163,8.6,33,20.8,24,beginner
101,0,27,luteal,running,40,3,113,4.3,20,21.1,41,intermediate
101,1,21,luteal,cycling,31,5,132,6.0,18,19.4,41,intermediate
101,1,6,follicular,walking,47,4,120,3.9,14,18.5,41,intermediate
101,0,17,luteal,running,38,4,128,4.0,23,18.6,41,intermediate
101,0,23,luteal,running,31,4,129,4.3,12,19.4,41,intermediate
101,2,19,luteal,strength,59,5,137,5.1,38,4.8,41,intermediate
101,0,22,luteal,strength,63,4,132,4.8,30,17.7,41,intermediate
101,1,18,luteal,running,48,4,129,5.5,34,16.1,41,intermediate
101,0,26,luteal,yoga,49,6,139,6.4,46,11.2,41,intermediate
101,2,1,menstruation,cycling,51,6,133,6.3,43,15.9,41,intermediate
101,1,3,menstruation,strength,63,6,132,7.5,52,3.8,41,intermediate
101,1,19,luteal,yoga,56,3,124,3.8,23,9.6,41,intermediate
101,0,3,menstruation,strength,63,5,131,5.7,50,9.4,41,intermediate
101,0,14,ovulation,cycling,46,3,113,2.6,19,32.1,41,intermediate
101,2,13,follicular,yoga,43,6,129,7.8,40,23.1,41,intermediate
101,0,7,follicular,hiit,30,7,134,6.9,25,4.7,41,intermediate
101,2,27,luteal,yoga,36,4,126,4.3,17,22.5,41,intermediate
101,1,5,menstruation,walking,49,7,143,8.2,49,-7.9,41,intermediate
101,0,15,ovulation,hiit,37,7,135,7.1,24,13.4,41,intermediate
101,1,27,luteal,strength,37,8,148,9.5,41,15.4,41,intermediate
102,0,9,follicular,yoga,38,7,142,6.3,33,3.1,19,advanced
102,2,3,menstruation,strength,43,5,145,6.1,26,8.0,19,advanced
102,1,9,follicular,walking,41,8,151,7.5,37,12.6,19,advanced
102,1,22,luteal,strength,53,7,156,7.9,49,7.0,19,advanced
102,1,23,luteal,hiit,42,6,150,6.9,41,9.8,19,advanced
102,0,10,follicular,running,55,3,125,2.7,19,20.7,19,advanced
102,0,2,menstruation,walking,61,5,137,6.0,36,16.7,19,advanced
102,1,6,follicular,yoga,28,8,148,8.1,22,17.1,19,advanced
102,1,27,luteal,walking,31,6,151,7.4,32,3.6,19,advanced
102,0,16,ovulation,running,30,6,143,6.2,27,17.1,19,advanced
102,2,7,follicular,running,22,3,124,3.1,9,26.1,19,advanced
102,2,4,menstruation,running,56,3,127,4.2,29,13.9,19,advanced
102,0,17,luteal,walking,31,3,140,3.5,12,6.3,19,advanced
102,1,7,follicular,walking,45,7,147,7.1,40,22.0,19,advanced
102,0,27,luteal,yoga,30,8,160,8.3,34,14.8,19,advanced
102,0,22,luteal,walking,43,4,139,4.2,19,32.3,19,advanced
102,1,25,luteal,hiit,35,5,146,5.0,24,17.9,19,advanced
102,2,10,follicular,strength,54,4,128,2.9,24,13.5,19,advanced
102,2,13,follicular,cycling,23,8,150,8.1,21,21.3,19,advanced
102,0,21,luteal,strength,35,4,141,4.5,23,17.1,19,advanced
103,1,14,ovulation,cycling,19,6,126,5.2,9,8.2,49,intermediate
103,0,27,luteal,yoga,30,5,125,6.1,32,12.3,49,intermediate
103,0,16,ovulation,hiit,63,5,122,4.9,27,19.2,49,intermediate
103,1,25,luteal,running,23,3,130,4.4,10,11.0,49,intermediate
103,1,11,follicular,cycling,15,7,127,7.4,18,33.6,49,intermediate
103,2,23,luteal,strength,15,6,137,7.7,11,24.9,49,intermediate
103,1,7,follicular,walking,28,5,109,5.3,18,23.2,49,intermediate
103,1,21,luteal,cycling,39,8,149,8.0,37,18.5,49,intermediate
103,1,5,menstruation,running,56,6,132,7.0,48,15.7,49,intermediate
103,0,10,follicular,hiit,35,7,130,7.0,33,37.4,49,intermediate
103,2,14,ovulation,walking,59,3,110,3.0,21,3.6,49,intermediate
103,2,9,follicular,strength,39,5,124,4.3,24,9.1,49,intermediate
103,0,26,luteal,running,33,5,128,5.2,31,16.9,49,intermediate
103,1,17,luteal,running,70,5,133,6.2,46,18.9,49,intermediate
103,1,22,luteal,walking,37,6,131,6.6,36,7.9,49,intermediate
103,2,28,luteal,yoga,67,6,136,7.3,51,16.3,49,intermediate
103,0,3,menstruation,hiit,41,8,141,9.7,45,18.2,49,intermediate
103,2,17,luteal,cycling,30,6,135,6.8,12,19.6,49,intermediate
103,2,5,menstruation,cycling,33,7,132,8.0,37,8.1,49,intermediate
103,2,10,follicular,running,48,8,138,8.4,49,3.4,49,intermediate
104,2,22,luteal,walking,40,6,149,6.6,32,23.8,22,advanced
104,0,21,luteal,yoga,24,7,151,7.7,19,15.2,22,advanced
104,0,24,luteal,yoga,31,3,128,4.5,7,8.8,22,advanced
104,1,17,luteal,hiit,54,6,146,6.7,34,12.3,22,advanced
104,0,1,menstruation,walking,55,5,143,5.9,37,17.6,22,advanced
104,1,14,ovulation,strength,40,3,123,3.0,16,1.7,22,advanced
104,2,12,follicular,yoga,47,5,130,4.6,35,15.7,22,advanced
104,0,28,luteal,yoga,37,4,142,4.3,23,25.1,22,advanced
104,2,16,ovulation,hiit,35,3,124,2.9,13,22.1,22,advanced
104,2,1,menstruation,strength,37,8,153,8.9,43,15.6,22,advanced
104,0,17,luteal,cycling,49,3,131,3.6,22,13.2,22,advanced
104,2,3,menstruation,hiit,27,4,127,4.4,12,3.7,22,advanced
104,1,12,follicular,strength,77,4,122,3.9,38,12.6,22,advanced
104,2,15,ovulation,walking,67,6,140,6.7,38,20.4,22,advanced
104,0,23,luteal,hiit,58,7,153,8.0,64,13.9,22,advanced
104,0,3,menstruation,strength,26,8,159,8.4,32,22.0,22,advanced
104,1,5,menstruation,hiit,43,8,149,8.7,50,12.7,22,advanced
104,0,11,follicular,cycling,60,8,149,7.0,56,25.2,22,advanced
104,0,8,follicular,strength,64,4,127,4.6,37,25.3,22,advanced
104,2,23,luteal,hiit,45,4,134,4.8,20,4.9,22,advanced
105,0,14,ovulation,yoga,29,5,149,4.4,20,16.7,18,beginner
105,0,6,follicular,yoga,61,8,166,7.4,55,14.3,18,beginner
105,0,5,menstruation,strength,36,8,178,9.3,41,14.6,18,beginner
105,1,17,luteal,hiit,46,5,157,5.8,34,19.3,18,beginner
105,2,5,menstruation,running,42,4,152,4.5,26,11.4,18,beginner
105,2,10,follicular,strength,17,8,169,8.0,16,18.3,18,beginner
105,1,19,luteal,cycling,62,6,169,6.7,54,3.6,18,beginner
105,1,15,ovulation,cycling,29,5,147,3.6,20,22.9,18,beginner
105,0,15,ovulation,running,49,3,134,2.7,16,8.9,18,beginner
105,2,17,luteal,running,50,3,149,4.2,23,19.4,18,beginner
105,2,19,luteal,strength,42,3,152,3.4,7,9.6,18,beginner
105,2,26,luteal,strength,25,3,143,3.5,7,4.1,18,beginner
105,1,25,luteal,walking,56,6,172,6.2,48,23.3,18,beginner
105,2,25,luteal,cycling,15,6,166,6.0,12,2.9,18,beginner
105,2,21,luteal,running,58,7,172,6.8,61,13.3,18,beginner
105,2,22,luteal,yoga,41,8,176,9.0,46,15.7,18,beginner
105,1,12,follicular,cycling,73,5,143,5.1,52,9.6,18,beginner
105,1,11,follicular,hiit,57,4,141,4.3,30,4.1,18,beginner
105,0,27,luteal,walking,46,7,169,7.6,44,8.1,18,beginner
105,0,4,menstruation,hiit,29,3,148,4.7,10,4.7,18,beginner
106,2,10,follicular,cycling,49,4,129,3.9,30,15.8,26,intermediate
106,1,8,follicular,cycling,50,4,137,3.6,25,2.9,26,intermediate
106,2,6,follicular,cycling,53,4,128,4.6,30,26.2,26,intermediate
106,2,22,luteal,hiit,55,8,163,8.4,62,13.9,26,intermediate
106,1,23,luteal,running,27,5,149,5.5,15,8.7,26,intermediate
106,0,24,luteal,running,59,7,154,8.2,57,9.7,26,intermediate
106,1,26,luteal,running,19,8,161,10.0,20,11.8,26,intermediate
106,2,17,luteal,yoga,32,8,164,8.6,33,0.4,26,intermediate
106,0,5,menstruation,cycling,15,3,126,4.2,6,18.8,26,intermediate
106,2,26,luteal,walking,29,3,129,4.3,6,8.0,26,intermediate
106,1,22,luteal,strength,15,5,151,5.8,13,26.1,26,intermediate
106,2,23,luteal,hiit,35,3,135,2.8,12,5.7,26,intermediate
106,0,2,menstruation,hiit,43,6,144,6.0,38,-7.6,26,intermediate
106,2,15,ovulation,cycling,54,5,134,4.3,28,8.6,26,intermediate
106,0,1,menstruation,strength,41,8,159,9.8,42,23.7,26,intermediate
106,2,18,luteal,strength,30,3,131,3.6,7,2.4,26,intermediate
106,0,13,follicular,walking,43,5,134,5.0,32,17.8,26,intermediate
106,2,12,follicular,walking,60,6,138,6.0,41,10.5,26,intermediate
106,1,16,ovulation,walking,66,4,130,3.0,32,21.9,26,intermediate
106,1,2,menstruation,hiit,25,5,138,6.2,14,21.6,26,intermediate
107,2,21,luteal,running,51,7,160,8.0,50,2.8,31,intermediate
107,0,2,menstruation,running,44,3,132,3.8,17,-0.3,31,intermediate
107,2,22,luteal,cycling,51,8,171,8.2,51,18.6,31,intermediate
107,1,17,luteal,cycling,35,5,138,5.5,24,19.6,31,intermediate
107,1,10,follicular,walking,39,5,130,4.7,24,24.0,31,intermediate
107,1,24,luteal,cycling,40,3,127,3.6,12,13.7,31,intermediate
107,2,6,follicular,walking,38,8,143,7.4,32,8.8,31,intermediate
107,1,19,luteal,cycling,33,7,157,7.9,29,16.9,31,intermediate
107,2,26,luteal,walking,65,3,129,2.7,30,6.9,31,intermediate
107,0,4,menstruation,hiit,40,8,153,8.8,42,11.9,31,intermediate
107,1,5,menstruation,hiit,30,5,141,6.6,23,18.8,31,intermediate
107,1,20,luteal,hiit,49,5,132,5.5,29,14.9,31,intermediate
107,2,24,luteal,running,31,7,156,7.4,31,11.9,31,intermediate
107,0,5,menstruation,yoga,75,7,149,8.4,70,18.6,31,intermediate
107,2,19,luteal,yoga,33,8,159,8.5,37,30.2,31,intermediate
107,0,27,luteal,hiit,53,7,153,8.3,49,16.5,31,intermediate
107,2,14,ovulation,yoga,42,5,128,5.0,17,12.5,31,intermediate
107,2,4,menstruation,yoga,39,5,142,6.3,31,25.6,31,intermediate
107,1,12,follicular,hiit,23,8,151,8.0,19,7.3,31,intermediate
107,1,15,ovulation,walking,69,4,124,3.9,22,12.7,31,intermediate
108,1,1,menstruation,running,45,7,158,8.2,45,11.1,27,intermediate
108,0,17,luteal,running,46,6,154,7.1,38,26.9,27,intermediate
108,0,13,follicular,hiit,43,7,145,5.9,31,17.2,27,intermediate
108,0,3,menstruation,cycling,47,8,164,8.9,49,39.9,27,intermediate
108,2,2,menstruation,strength,53,7,158,8.3,51,10.6,27,intermediate
108,1,22,luteal,hiit,24,8,166,8.3,31,26.2,27,intermediate
108,1,10,follicular,hiit,40,6,140,6.5,18,23.0,27,intermediate
108,2,25,luteal,strength,61,7,162,8.3,60,2.3,27,intermediate
108,0,14,ovulation,yoga,57,5,135,4.1,32,20.4,27,intermediate
108,0,23,luteal,strength,67,5,151,5.7,54,9.0,27,intermediate
108,0,11,follicular,cycling,50,3,122,2.4,19,23.7,27,intermediate
108,1,9,follicular,yoga,15,5,143,5.8,7,19.3,27,intermediate
108,1,13,follicular,walking,32,3,123,2.9,15,-3.0,27,intermediate
108,1,5,menstruation,walking,43,6,144,6.5,38,10.9,27,intermediate
108,0,12,follicular,strength,56,8,148,7.7,59,24.3,27,intermediate
108,2,22,luteal,hiit,44,3,132,3.9,17,8.4,27,intermediate
108,2,26,luteal,walking,43,3,135,3.6,15,9.5,27,intermediate
108,2,17,luteal,cycling,41,6,149,6.3,26,7.9,27,intermediate
108,1,17,luteal,yoga,33,3,134,4.0,17,12.1,27,intermediate
108,1,19,luteal,walking,51,5,144,5.6,34,0.5,27,intermediate
109,1,10,follicular,running,29,3,128,2.7,6,14.6,35,beginner
109,0,4,menstruation,walking,30,8,152,9.0,40,13.4,35,beginner
109,2,3,menstruation,walking,28,4,137,4.8,19,6.5,35,beginner
109,1,20,luteal,strength,28,5,149,6.6,10,24.6,35,beginner
109,0,21,luteal,strength,68,6,158,6.9,60,24.0,35,beginner
109,1,28,luteal,strength,26,6,152,5.9,27,21.9,35,beginner
109,1,3,menstruation,walking,56,4,139,4.9,30,14.2,35,beginner
109,1,22,luteal,strength,34,6,154,6.5,31,4.3,35,beginner
109,2,25,luteal,cycling,61,6,153,6.8,46,7.6,35,beginner
109,0,27,luteal,yoga,29,6,150,6.8,23,4.8,35,beginner
109,2,4,menstruation,hiit,38,3,128,4.2,19,27.7,35,beginner
109,2,24,luteal,running,28,5,147,4.8,16,13.4,35,beginner
109,0,11,follicular,strength,57,8,150,8.3,53,19.1,35,beginner
109,0,20,luteal,hiit,77,6,153,7.2,61,15.9,35,beginner
109,1,12,follicular,hiit,64,3,126,2.9,22,25.6,35,beginner
109,1,5,menstruation,yoga,61,3,129,3.5,26,22.2,35,beginner
109,2,11,follicular,walking,64,4,135,3.5,31,27.1,35,beginner
109,2,6,follicular,walking,39,3,121,2.9,18,13.0,35,beginner
109,2,1,menstruation,yoga,63,7,157,7.4,59,14.6,35,beginner
109,1,27,luteal,running,18,4,128,4.8,15,15.4,35,beginner
110,2,20,luteal,strength,40,6,147,6.4,34,16.3,24,intermediate
110,1,23,luteal,running,39,7,158,7.1,42,16.8,24,intermediate
110,1,16,ovulation,cycling,38,7,147,7.9,27,32.1,24,intermediate
110,1,18,luteal,running,30,8,168,9.0,32,16.1,24,intermediate
110,0,20,luteal,hiit,40,8,165,8.8,50,15.1,24,intermediate
110,1,12,follicular,yoga,48,7,152,6.4,47,13.5,24,intermediate
110,2,18,luteal,hiit,65,5,151,5.4,39,-4.8,24,intermediate
110,1,17,luteal,running,33,4,144,4.5,18,18.3,24,intermediate
110,0,17,luteal,strength,68,4,145,4.3,40,13.8,24,intermediate
110,2,12,follicular,walking,75,6,139,7.6,57,18.5,24,intermediate
110,2,2,menstruation,walking,47,8,159,9.2,52,31.3,24,intermediate
110,2,27,luteal,strength,44,7,160,7.3,37,10.5,24,intermediate
110,1,3,menstruation,yoga,73,5,140,6.1,56,19.0,24,intermediate
110,1,1,menstruation,walking,47,8,170,9.3,55,18.8,24,intermediate
110,2,5,menstruation,cycling,81,7,156,8.5,72,24.8,24,intermediate
110,0,23,luteal,hiit,39,3,137,4.4,15,0.1,24,intermediate
110,0,18,luteal,walking,44,4,136,5.6,25,22.7,24,intermediate
110,1,11,follicular,yoga,62,5,136,6.1,32,32.8,24,intermediate
110,2,19,luteal,yoga,43,7,155,7.0,31,14.4,24,intermediate
110,0,12,follicular,running,56,3,128,2.6,19,21.2,24,intermediate
111,2,25,luteal,running,44,3,132,3.7,13,27.2,36,beginner
111,2,15,ovulation,cycling,40,4,121,4.1,21,12.0,36,beginner
111,1,24,luteal,walking,45,5,150,5.3,32,17.8,36,beginner
111,0,26,luteal,running,33,5,139,5.2,20,24.1,36,beginner
111,2,19,luteal,strength,29,5,144,5.9,20,2.6,36,beginner
111,1,22,luteal,strength,24,8,162,8.1,22,15.8,36,beginner
111,0,19,luteal,hiit,36,4,140,4.9,19,9.3,36,beginner
111,0,27,luteal,cycling,32,5,147,5.4,19,17.2,36,beginner
111,1,17,luteal,walking,51,4,135,5.1,18,21.8,36,beginner
111,1,5,menstruation,cycling,40,3,133,4.2,21,28.1,36,beginner
111,0,16,ovulation,cycling,49,7,152,7.4,48,9.4,36,beginner
111,0,17,luteal,running,43,8,164,9.0,48,24.6,36,beginner
111,1,20,luteal,cycling,46,5,145,6.2,32,17.4,36,beginner
111,1,25,luteal,yoga,59,6,147,6.2,53,8.2,36,beginner
111,1,9,follicular,strength,21,6,142,6.3,17,5.7,36,beginner
111,0,3,menstruation,yoga,33,6,145,7.2,24,3.4,36,beginner
111,2,22,luteal,cycling,48,3,128,4.1,20,26.0,36,beginner
111,0,21,luteal,running,44,7,164,7.3,42,1.8,36,beginner
111,2,9,follicular,hiit,21,6,141,5.9,8,19.5,36,beginner
111,2,5,menstruation,strength,66,5,142,6.6,47,20.1,36,beginner
112,2,12,follicular,cycling,61,6,125,6.1,40,16.9,44,advanced
112,0,26,luteal,cycling,74,7,135,7.2,72,11.7,44,advanced
112,2,25,luteal,walking,45,8,150,8.3,47,-3.3,44,advanced
112,2,21,luteal,hiit,31,6,131,6.6,24,9.7,44,advanced
112,0,17,luteal,strength,23,8,136,7.3,27,10.3,44,advanced
112,2,1,menstruation,cycling,53,8,142,9.1,63,28.6,44,advanced
112,0,1,menstruation,walking,22,3,109,4.0,11,7.9,44,advanced
112,0,13,follicular,walking,53,5,120,5.8,30,29.7,44,advanced
112,0,23,luteal,cycling,36,5,123,5.2,23,14.9,44,advanced
112,0,20,luteal,hiit,55,8,139,9.0,60,26.3,44,advanced
112,2,27,luteal,strength,44,6,129,6.8,38,26.3,44,advanced
112,2,9,follicular,hiit,34,8,131,8.3,34,6.1,44,advanced
112,2,24,luteal,cycling,38,5,127,6.2,28,7.8,44,advanced
112,0,16,ovulation,yoga,27,8,130,8.3,22,-0.1,44,advanced
112,2,11,follicular,yoga,42,3,106,2.3,17,17.9,44,advanced
112,0,5,menstruation,yoga,61,3,107,3.7,25,18.7,44,advanced
112,2,22,luteal,hiit,65,4,123,4.9,36,1.7,44,advanced
112,2,26,luteal,cycling,29,4,113,4.5,13,18.1,44,advanced
112,1,9,follicular,running,30,7,125,7.3,27,10.9,44,advanced
112,1,6,follicular,strength,63,8,130,7.4,59,16.5,44,advanced
113,1,2,menstruation,strength,27,6,130,6.8,27,10.2,48,intermediate
113,1,5,menstruation,strength,41,6,131,7.0,34,30.1,48,intermediate
113,1,21,luteal,running,37,5,128,5.7,28,17.7,48,intermediate
113,1,26,luteal,cycling,39,3,123,4.4,16,16.0,48,intermediate
113,2,28,luteal,running,39,6,134,7.5,30,32.0,48,intermediate
113,0,15,ovulation,running,43,7,134,6.7,33,11.8,48,intermediate
113,2,13,follicular,yoga,25,5,120,5.0,16,15.4,48,intermediate
113,2,17,luteal,running,41,8,139,8.1,45,11.3,48,intermediate
113,0,14,ovulation,strength,46,4,118,4.5,22,16.6,48,intermediate
113,0,25,luteal,yoga,48,8,149,9.3,45,22.0,48,intermediate
113,0,27,luteal,yoga,52,5,130,6.2,38,23.5,48,intermediate
113,1,28,luteal,strength,50,4,126,4.6,31,24.6,48,intermediate
113,1,23,luteal,strength,69,6,137,7.2,54,14.3,48,intermediate
113,1,15,ovulation,hiit,63,4,115,3.8,32,-3.1,48,intermediate
113,2,25,luteal,yoga,59,3,119,3.7,22,18.1,48,intermediate
113,1,11,follicular,walking,47,6,132,4.9,38,14.9,48,intermediate
113,2,2,menstruation,walking,35,8,144,9.6,45,20.1,48,intermediate
113,0,13,follicular,running,44,5,121,5.2,24,14.1,48,intermediate
113,1,17,luteal,running,56,8,143,9.4,66,21.1,48,intermediate
113,0,16,ovulation,cycling,44,5,121,4.7,25,9.5,48,intermediate
114,0,25,luteal,cycling,54,4,146,4.3,28,17.5,36,beginner
114,1,23,luteal,yoga,50,3,139,4.3,15,24.5,36,beginner
114,0,8,follicular,running,44,6,140,6.0,29,18.5,36,beginner
114,1,19,luteal,cycling,37,8,165,9.1,41,11.2,36,beginner
114,2,3,menstruation,yoga,43,8,155,9.7,43,8.2,36,beginner
114,0,17,luteal,walking,15,7,153,7.5,10,17.8,36,beginner
114,0,9,follicular,yoga,25,4,132,3.9,10,13.1,36,beginner
114,0,27,luteal,walking,31,6,154,7.0,24,17.9,36,beginner
114,2,10,follicular,hiit,60,8,159,7.8,60,15.5,36,beginner
114,0,13,follicular,hiit,24,4,129,4.3,9,22.6,36,beginner
114,1,22,luteal,running,15,8,178,8.4,19,16.8,36,beginner
114,1,9,follicular,walking,37,7,144,6.2,26,20.4,36,beginner
114,0,6,follicular,running,40,4,131,3.7,22,37.7,36,beginner
114,2,24,luteal,yoga,54,3,136,3.7,20,14.1,36,beginner
114,1,10,follicular,strength,15,7,146,7.1,9,22.8,36,beginner
114,2,27,luteal,cycling,35,6,152,6.6,27,30.5,36,beginner
114,1,15,ovulation,cycling,42,3,115,1.9,21,14.4,36,beginner
114,1,7,follicular,walking,29,5,141,5.2,14,4.6,36,beginner
114,0,2,menstruation,cycling,48,3,128,4.0,25,22.9,36,beginner
114,2,20,luteal,running,35,4,135,5.0,17,23.1,36,beginner
115,2,3,menstruation,cycling,35,6,156,7.8,29,7.2,27,beginner
115,0,22,luteal,yoga,62,5,145,6.1,38,1.7,27,beginner
115,0,16,ovulation,running,50,6,149,5.9,34,14.7,27,beginner
115,2,25,luteal,strength,33,6,162,6.5,25,1.4,27,beginner
115,0,1,menstruation,running,55,5,142,6.6,44,26.5,27,beginner
115,1,17,luteal,hiit,45,3,130,4.5,15,13.0,27,beginner
115,2,14,ovulation,running,40,3,130,2.5,15,15.6,27,beginner
115,0,23,luteal,walking,56,3,149,3.8,21,20.9,27,beginner
115,1,7,follicular,hiit,48,6,156,6.3,34,11.2,27,beginner
115,2,16,ovulation,strength,43,7,162,6.8,32,13.9,27,beginner
115,1,3,menstruation,walking,47,5,150,5.8,38,23.1,27,beginner
115,1,22,luteal,strength,76,5,155,6.0,57,5.3,27,beginner
115,1,10,follicular,running,40,5,139,4.7,17,24.0,27,beginner
115,1,12,follicular,yoga,58,7,154,6.7,48,7.1,27,beginner
115,1,6,follicular,strength,48,8,162,8.3,42,5.3,27,beginner
115,2,4,menstruation,walking,52,6,156,6.5,43,20.5,27,beginner
115,0,28,luteal,yoga,43,4,153,3.7,22,13.9,27,beginner
115,2,20,luteal,yoga,36,8,174,8.0,40,12.3,27,beginner
115,2,11,follicular,cycling,71,4,136,4.2,31,-0.9,27,beginner
115,1,23,luteal,hiit,50,3,141,4.6,20,33.0,27,beginner
